gene_name	regulator	sign	mechanism
ilvC	ccpA	1	TF+PP+M
ilvC	T-box-LEU	1	RNA switch
tcyP	sigA	1	sigma factor
tcyP	cymR	-1	TF+P+M
rpoB	sigA	1	sigma factor
rpoB	stringent response	-1	unk
ycbP	sigB	1	sigma factor
rpsO	stringent response	-1	unk
yclO	fur	-1	TF+M
glnK	sigA	1	sigma factor
glnK	tnrA	1	TF+P+M
nasC	sigA	1	sigma factor
nasC	tnrA	1	TF+P+M
nasC	glnR	-1	TF+P+M
nasC	T-O2	1	unk
fhuG	fur	-1	TF+M
murF	sigM	1	sigma factor
padC	padR	-1	TF+M
glpK	sigE	1	sigma factor
glpK	sigA	1	sigma factor
glpK	glpP	1	P-AT+PTS
glpK	ccpA	-1	TF+PP+M
glpK	abrB	1	TF
grpE	sigA	1	sigma factor
grpE	hrcA	-1	TF+HrcA unstability
grpE	arfM	0	TF
ykuP	sigA	1	sigma factor
ykuP	fur	-1	TF+M
ywoC	sigG	1	sigma factor
ywoC	ytrA	-1	TF-M
glpT	sigA	1	sigma factor
glpT	glpP	1	P-AT+PTS
glpT	ccpA	-1	TF+PP+M
ylmD	spo0A	-1	TF+PP
ylbD	sigK	1	sigma factor
pgk	sigA	1	sigma factor
pgk	cggR	-1	TF+M
rsiV	sigV	1	sigma factor
recU	sigM	1	sigma factor
uxaA	sigE	1	sigma factor
uxaA	sigA	1	sigma factor
uxaA	exuR	-1	TF+M
uxaA	ccpA	-1	TF+PP+M
uxaA	spoIIID	-1	TF
yfhM	sigW	1	sigma factor
yfhM	sigB	1	sigma factor
yfhM	spoVT	1	TF
ytlR	sigK	1	sigma factor
hutU	sigA	1	sigma factor
hutU	hutP	1	P-AT+M
hutU	codY	-1	TF+M
hutU	ccpA	-1	TF+PP+M
sbcC	comK	1	TF
gerKA	sigG	1	sigma factor
gerKA	spoVT	-1	TF
ytmO	sigA	1	sigma factor
ytmO	ytlI	1	TF+M
ytmO	cymR	-1	TF+P+M
ytmO	spx	-1	TF+S
yhbI	comK	1	TF
csn	abrB	-1	TF
dppC	sigA	1	sigma factor
dppC	codY	-1	TF+M
dppC	abrB	-1	TF
cueR	codY	0	TF+M
adcB	sigA	1	sigma factor
adcB	zur	-1	TF+M
sacV	immR	-1	TF
mtlF	mtlR	1	TF+PTS
mtlF	ccpA	0	TF+PP+M
ymcA	fur	0	TF+M
ytpR	spx	1	TF+S
yfhE	sigB	1	sigma factor
yfhE	sigG	1	sigma factor
yfhE	sigF	1	sigma factor
tyrS	sigA	1	sigma factor
tyrS	T-box-TYR	1	RNA switch
gerAA	sigG	1	sigma factor
gerAA	sigF	1	sigma factor
gerAA	spoVT	-1	TF
yngG	sigE	1	sigma factor
yngG	spoIIID	-1	TF
yngG	ccpA	0	TF+PP+M
yfmT	sigD	1	sigma factor
ykoT	sigG	1	sigma factor
yrzI	abrB	-1	TF
parB	spo0A	-1	TF+PP
thiW	sigK	1	sigma factor
thiW	Thi-box	-1	riboswitch
yhjB	comK	1	TF
yhjB	codY	-1	TF+M
hbs	sigH	1	sigma factor
hbs	sigA	1	sigma factor
hbs	lexA	-1	TF-proteolyse
hbs	hbs	-1	TF
spmA	sigE	1	sigma factor
spmA	spoIIID	-1	TF
mcpA	sigD	1	sigma factor
mcpA	abrB	-1	TF
flgM	sigD	1	sigma factor
flgM	sigA	1	sigma factor
flgM	scoC	-1	TF
flgM	degU	1	TF+TC
flgM	comK	1	TF
ribAB	sigA	1	sigma factor
ribAB	FMN-box	-1	riboswitch
desR	desR	0	TF+TC
yhjC	comK	1	TF
yhjC	codY	-1	TF+M
polYB	lexA	-1	TF-proteolyse
yqxL	sigB	1	sigma factor
yqxL	lexA	-1	TF-proteolyse
rbsD	sigA	1	sigma factor
rbsD	ccpA	-1	TF+PP+M
rbsD	abrB	1	TF
rbsD	rbsR	0	silico-TF+M
secDF	sigM	1	sigma factor
yoaG	sigW	1	sigma factor
rbsC	sigA	1	sigma factor
rbsC	ccpA	-1	TF+PP+M
rbsC	abrB	1	TF
rbsC	rbsR	0	silico-TF+M
ycgI	sigG	1	sigma factor
narK	sigA	1	sigma factor
narK	nsrR	-1	TF+M
narK	fnr	1	TF+M
yceF	sigX	1	sigma factor
yceF	sigW	1	sigma factor
yceF	sigM	1	sigma factor
yceF	sigB	1	sigma factor
yceF	sigA	1	sigma factor
ypeB	sigG	1	sigma factor
ypeB	spoVT	-1	TF
yhdC	sigG	1	sigma factor
mccA	sigK	1	sigma factor
mccA	sigA	1	sigma factor
mccA	spx	1	TF+S
mccA	cymR	-1	TF+P+M
rpsB	stringent response	-1	unk
yitF	sigG	1	sigma factor
iolS	sigA	1	sigma factor
iolS	iolR	-1	TF+M
ywrD	tnrA	1	TF+P+M
yozO	sigW	1	sigma factor
levG	sigL	1	sigma factor
levG	levR	1	TF+PTS
levG	ccpA	-1	TF+PP+M
mmgC	sigE	1	sigma factor
mmgC	ccpA	-1	TF+PP+M
mmgC	spoIIID	-1	TF
ywdI	tnrA	-1	TF+P+M
manR	manR	1	TF+PTS
manR	ccpA	-1	TF+PP+M
spsE	sigK	1	sigma factor
qcrC	resD	1	TF+TC
qcrC	abrB	-1	TF
qcrC	ccpA	-1	TF+PP+M
yqfU	sigG	1	sigma factor
mapB	sigA	1	sigma factor
epr	sigD	1	sigma factor
epr	sinR	-1	TF
epr	scoC	-1	TF
epr	degU	1	TF+TC
ywbD	sinR	-1	TF
yqaM	sknR	-1	TF
skfH	spo0A	1	TF+PP
skfH	phoP	1	TF+TC
skfH	abrB	-1	TF
glsB	sigE	1	sigma factor
glsB	spoIIID	-1	TF
psd	sigX	1	sigma factor
psd	sigA	1	sigma factor
rplE	stringent response	-1	unk
yazB	sigA	1	sigma factor
yazB	TRAP	-1	RNA-BAP
feuC	sigA	1	sigma factor
feuC	fur	-1	TF+M
feuC	citB	1	riboswitch
feuC	btr	1	TF+M
feuC	glcR	0	silico-TF+unk
ykoY	sigK	1	sigma factor
ykoY	RNA - yybP-ykoY	0	silico-riboswitch
rplV	stringent response	-1	unk
phrI	sigH	1	sigma factor
phrI	sigA	1	sigma factor
yrkJ	yrkD	0	silico-TF+unk
ylxR	sigA	1	sigma factor
ylxR	stringent response	-1	unk
xylB	sigA	1	sigma factor
xylB	xylR	-1	TF+M
xylB	ccpA	-1	TF+PP+M
xylB	ccpB	-1	TF+unk
ypqP	sigK	1	sigma factor
yxjJ	sigW	1	sigma factor
yxjJ	sigB	1	sigma factor
yxjJ	degU	-1	TF+TC
yflT	sigB	1	sigma factor
yebC	sigM	1	sigma factor
yocS	codY	0	TF+M
queE	preQ1 riboswitch	-1	riboswitch
yulB	rhaR	0	silico-TF+M
yceG	sigX	1	sigma factor
yceG	sigW	1	sigma factor
yceG	sigM	1	sigma factor
yceG	sigB	1	sigma factor
yceG	sigA	1	sigma factor
yunC	sigK	1	sigma factor
ytvB	sigK	1	sigma factor
ytvB	sigE	1	sigma factor
rpmJ	stringent response	-1	unk
yqaH	sknR	-1	TF
yqeZ	sigW	1	sigma factor
clpQ	sigA	1	sigma factor
clpQ	codY	-1	TF+M
lrgB	ccpA	0	TF+PP+M
lrgB	lytT	0	silico-TF+TC
epsA	sigA	1	sigma factor
epsA	sigH	1	sigma factor
epsA	sinR	-1	TF
epsA	abrB	-1	TF
gcvT	Gly-box	-1	riboswitch
gcvT	spoVT	1	TF
gcvT	T-box-GLY	-1	RNA switch
ycgA	codY	-1	TF+M
yczL	sigA	1	sigma factor
yczL	zur	-1	TF+M
ywmF	sigB	1	sigma factor
dacF	sigH	1	sigma factor
dacF	sigG	1	sigma factor
dacF	sigF	1	sigma factor
dacF	abrB	-1	TF
dacF	spoVT	-1	TF
dacF	spo0A	1	TF+PP
dnaG	sigH	1	sigma factor
dnaG	sigD	1	sigma factor
dnaG	sigB	1	sigma factor
dnaG	sigA	1	sigma factor
dnaG	spo0A	-1	TF+PP
lysC	sigA	1	sigma factor
lysC	L-box-LYS	-1	riboswitch
ydhU	fur	-1	TF+M
resA	sigA	1	sigma factor
resA	resD	1	TF+TC
resA	phoP	1	TF+TC
resA	ccpA	-1	TF+PP+M
mntD	mntR	-1	TF+M
scoC	senS	1	TF
scoC	salA	-1	P
scoC	abrB	1	TF
scoC	codY	0	TF+M
yvzA	degU	1	TF+TC
yvzA	abrB	-1	TF
gerPD	sigK	1	sigma factor
gerPD	gerE	-1	TF
ylbP	ccpA	-1	TF+PP+M
spsL	sigK	1	sigma factor
yfkM	sigB	1	sigma factor
yfkM	fur	-1	TF+M
fur	sigA	1	sigma factor
fur	perR	-1	TF+S
fadM	sigK	1	sigma factor
fadM	sigA	1	sigma factor
fadM	sdpR	1	TF+P
fadM	fadR	-1	TF+M
yxeO	sigA	1	sigma factor
yxeO	cymR	-1	TF+P+M
yxeO	spx	-1	TF+S
rsmE	sigA	1	sigma factor
rsmE	hrcA	-1	TF+HrcA unstability
rsmE	arfM	0	TF
maeN	sigA	1	sigma factor
maeN	malR	1	TF+TC
csbA	sigB	1	sigma factor
csbA	sigA	1	sigma factor
ywfH	codY	-1	TF+M
xynP	sigA	1	sigma factor
xynP	xylR	-1	TF+M
xynP	ccpA	-1	TF+PP+M
nadA	sigA	1	sigma factor
nadA	nadR	-1	TF+M
ydjG	sigW	1	sigma factor
ydjG	abrB	-1	TF
cstA	ccpA	-1	TF+PP+M
metP	sigA	1	sigma factor
metP	S-box-SAM	-1	
metP	codY	1	TF+M
ytiB	zur	0	TF+M
rplK	stringent response	-1	unk
xynA	sigA	1	sigma factor
skfB	spo0A	1	TF+PP
skfB	phoP	1	TF+TC
skfB	abrB	-1	TF
gatB	sigA	1	sigma factor
gatB	T-box-GLN	1	RNA switch
gatB	codY	0	TF+M
gatB	ccpA	0	TF+PP+M
aldY	sigB	1	sigma factor
yitC	sigK	1	sigma factor
yitC	sigE	1	sigma factor
yitC	spoIIID	-1	TF
gatA	sigA	1	sigma factor
gatA	T-box-GLN	1	RNA switch
gatA	codY	0	TF+M
gatA	ccpA	0	TF+PP+M
cotD	sigK	1	sigma factor
cotD	spoIIID	-1	TF
cotD	gerE	1	TF
sul	sigA	1	sigma factor
sul	TRAP	-1	RNA-BAP
nasD	sigA	1	sigma factor
nasD	tnrA	1	TF+P+M
nasD	resD	1	TF+TC
nasD	nsrR	-1	TF+M
nasD	arfM	1	TF
nasD	fur	-1	TF+M
nasD	codY	0	TF+M
licT	sigA	1	sigma factor
ybgA	ybgA	0	TF+M
ybgA	codY	0	TF+M
hxlB	hxlR	1	TF-M-unk
yaaA	sigA	1	sigma factor
opuAA	sigA	1	sigma factor
cysL	sigA	1	sigma factor
cysL	cysL	-1	TF+M
cysL	yetL	0	TF+M
yflH	sigB	1	sigma factor
yflH	sigA	1	sigma factor
mmgB	sigE	1	sigma factor
mmgB	ccpA	-1	TF+PP+M
mmgB	spoIIID	-1	TF
asnS	sigA	1	sigma factor
hutG	sigA	1	sigma factor
hutG	hutP	1	P-AT+M
hutG	codY	-1	TF+M
hutG	ccpA	-1	TF+PP+M
kduD	sigA	1	sigma factor
kduD	kdgR	-1	TF+M
kduD	ccpA	-1	TF+PP+M
ysmB	sigK	1	sigma factor
yesK	sigE	1	sigma factor
yesK	spoIIID	1	TF
plsC	sigB	1	sigma factor
plsC	fapR	-1	TF+M
yrhK	sigV	1	sigma factor
ytdA	sigK	1	sigma factor
ykvP	sigK	1	sigma factor
dprA	comK	1	TF
fabHB	sigA	1	sigma factor
fabHB	fapR	-1	TF+M
ykzW	ccpN	-1	TF+unk
acuB	sigA	1	sigma factor
acuB	ccpA	-1	TF+PP+M
acuB	codY	0	TF+M
yusU	fur	0	TF+M
xkdD	xre	-1	TF
yteV	sigE	1	sigma factor
ytnI	sigA	1	sigma factor
ytnI	ytlI	1	TF+M
ytnI	cymR	-1	TF+P+M
ytnI	spx	-1	TF+S
fapR	sigA	1	sigma factor
fapR	fapR	-1	TF+M
fapR	comA	1	TF+TC
ubiD	bsdA	1	TF+M
yknX	sigW	1	sigma factor
yknX	abrB	-1	TF
iolH	sigA	1	sigma factor
iolH	iolR	-1	TF+M
iolH	ccpA	-1	TF+PP+M
ykcC	yrkP	1	TF+TC
ykcC	yclJ	1	TF+TC
glyQ	T-box-GLY	1	RNA switch
yndL	sigK	1	sigma factor
comQ	sigA	1	sigma factor
yulE	rhaR	0	silico-TF+M
divIC	sigX	1	sigma factor
divIC	sigW	1	sigma factor
divIC	sigM	1	sigma factor
divIC	sigE	1	sigma factor
divIC	spoIIID	-1	TF
xtrA	xre	-1	TF
ccpC	sigA	1	sigma factor
ccpC	spo0A	1	TF+PP
ccpC	ccpA	-1	TF+PP+M
ccpC	ccpC	-1	 TF+M+DNA
yisZ	sigK	1	sigma factor
yknY	sigW	1	sigma factor
yknY	abrB	-1	TF
gsiB	sigI	1	sigma factor
gsiB	sigB	1	sigma factor
motB	sigD	1	sigma factor
pbpE	sigW	1	sigma factor
pbpE	abrB	-1	TF
pth	sigB	1	sigma factor
cimH	ccpA	-1	TF+PP+M
yvfV	sinR	-1	TF
yvfV	lutR	-1	TF+M
yvfV	fsrA	-1	small regulatory RNA
leuS	T-box-LEU	1	RNA switch
ansA	sigA	1	sigma factor
ansA	ansR	-1	TF+M
rplC	stringent response	-1	unk
lonA	sigA	1	sigma factor
lonA	ctsR	-1	TF+unstability
yhdH	codY	0	TF+M
ksgA	sigF	1	sigma factor
yyzE	yydK	0	silico-TF+M
comGE	sigA	1	sigma factor
comGE	comK	1	TF
comGE	comZ	-1	TF
yoaB	S-box-SAM	-1	
ylaE	abrB	-1	TF
ylaE	abh	-1	TF
yuaF	sigW	1	sigma factor
yuaF	codY	0	TF+M
yclI	yclJ	1	TF+TC
yxeN	sigA	1	sigma factor
yxeN	cymR	-1	TF+P+M
yxeN	spx	-1	TF+S
ymaB	perR	-1	
nrdE	perR	-1	
nrdF	perR	-1	
nrdI	perR	-1	
ykoS	spoVT	-1	
yqjB	spoVT	-1	
yqjC	spoVT	-1	
spoIIP	spoVT	-1	
ylzJ	spoVT	-1	
ykoT	spoVT	-1	
clpC	sigM	1	
ywtE	sigM	1	
cysK	sigM	1	
yabM	sigM	1	
maf	sigM	1	
yabN	sigM	1	
yacD	sigM	1	
efeU	sigM	1	
yabQ	sigM	1	
yabR	sigM	1	
murG	sigM	1	
comN	sigM	1	
yngB	sigM	1	
ywzH	sigM	1	
yabO	sigM	1	
yabP	sigM	1	
mcsB	sigM	1	
radA	sigM	1	
ctsR	sigM	1	
mcsA	sigM	1	
yngA	sigM	1	
minD	comK	1	
minC	comK	1	
mreC	comK	1	
csrA	comK	1	
fliW	comK	1	
mreB	comK	1	
mreD	comK	1	
yviE	comK	1	
ycdA	swrAA.1	1	
yisI	pchR	1	
yvmC	pchR	-1	
yvmA	pchR	-1	
cypX	pchR	-1	
cotH	gerR	1	
ywrJ	gerR	1	
cotX	gerR	1	
yfiS	yfiR	-1	
yfiR	yfiR	-1	
ytcB	gerE	-1	
ylbD	gerE	1	
spsB	gerE	1	
ysnD	gerE	-1	
yfnH	gerE	1	
ykzQ	gerE	1	
cotS	gerE	1	
spsK	gerE	1	
yfnF	gerE	1	
yfnE	gerE	1	
yisY	gerE	-1	
spsF	gerE	1	
yeeK	gerE	1	
spsA	gerE	1	
lipC	gerE	1	
spsL	gerE	1	
spsE	gerE	1	
spsG	gerE	1	
yjzB	gerE	1	
spsD	gerE	1	
ytcC	gerE	-1	
ytxO	gerE	1	
yppG	gerE	1	
ylbE	gerE	1	
yhjQ	gerE	-1	
tgl	gerE	-1	
spsI	gerE	1	
cotT	gerE	-1	
spsJ	gerE	1	
ywrJ	gerE	-1	
cotSA	gerE	1	
ytcA	gerE	-1	
yfnG	gerE	1	
gerT	gerE	-1	
spsC	gerE	1	
yfnD	gerE	1	
ymaG	gerE	1	
tyrZ	tyrZ	1	
nasC	resD	1	
glpK	resD	-1	
ykuN	resD	1	
ywcE	resD	-1	
ykuP	resD	1	
nasB	resD	1	
glpF	resD	-1	
ykuO	resD	1	
ndh	resD	-1	
ykoP	resD	1	
S477	resD	1	
ganR	ganR	-1	
ganB	ganR	-1	
ganA	ganR	-1	
ganQ	ganR	-1	
ganP	ganR	-1	
thyB	ccpN	1	
dfrA	ccpN	1	
yotB	sigK	1	
yotG	sigK	1	
yotJ	sigK	1	
ykzQ	sigK	1	
xpaC	sigK	1	
csfB	sigK	1	
yrzN	sigK	1	
yotC	sigK	1	
yotM	sigK	1	
yisY	sigK	1	
cwlJ	sigK	1	
yotE	sigK	1	
yjzB	sigK	1	
yosX	sigK	1	
yaaN	sigK	1	
yaaO	sigK	1	
spoIISB	sigK	1	
yotI	sigK	1	
yotK	sigK	1	
yotH	sigK	1	
yotD	sigK	1	
ykzK	xre	-1	
yjzJ	xre	-1	
yabD	spo0A	-1	
yisK	spo0A	1	
yisL	spo0A	1	
epr	spo0A	1	
ykqA	spo0A	1	
ywzH	spo0A	-1	
yodL	spo0A	1	
ptkA	spo0A	1	
ktrC	spo0A	1	
yojF	spxA	1	
ypjD	spxA	1	
ytxK	spxA	1	
msrA	spxA	1	
tpx	spxA	1	
cca	spxA	1	
ytpP	spxA	1	
srfAD	spxA	-1	
ywcH	spxA	1	
srfAB	spxA	-1	
nfrA	spxA	1	
yugT	spxA	1	
coaX	spxA	1	
cysK	spxA	1	
trxA	spxA	1	
yjbI	spxA	1	
msrB	spxA	1	
yrhC	spxA	1	
yugJ	spxA	1	
srfAC	spxA	-1	
mtnN	spxA	1	
mgsA	spxA	1	
birA	spxA	1	
yacD	spxA	1	
ytvA	spxA	1	
trxB	spxA	1	
ylaB	spxA	1	
ylaA	spxA	1	
ylbQ	spxA	1	
yrrT	spxA	1	
yjbH	spxA	1	
ylaD	spxA	1	
ytpR	spxA	1	
ylaC	spxA	1	
ytpQ	spxA	1	
dapB	spxA	1	
yoyC	spxA	1	
srfAA	spxA	-1	
mccA	spxA	1	
comS	spxA	-1	
mccB	spxA	1	
tyrZ	dtrR	-1	
rpsC	sigA	1	
rpsP	sigA	1	
catE	sigA	1	
yutE	sigA	1	
ktrC	sigA	1	
yloN	sigA	1	
rpmC	sigA	1	
rpsR	sigA	1	
ypqP	sigA	1	
msmE	sigA	1	
yqiH	sigA	1	
ybgB	sigA	1	
rpsQ	sigA	1	
bacC	sigA	1	
mreB	sigA	1	
yoyC	sigA	1	
sigI	sigA	1	
glpP	sigA	1	
yviE	sigA	1	
ycnJ	sigA	1	
sufS	sigA	1	
glcR	sigA	1	
yvoD	sigA	1	
mreD	sigA	1	
ykoP	sigA	1	
nagP	sigA	1	
scoC	sigA	1	
ydfM	sigA	1	
asnH	sigA	1	
ywoD	sigA	1	
S477	sigA	1	
proB	sigA	1	
yojF	sigA	1	
ypjD	sigA	1	
rplE	sigA	1	
yukE	sigA	1	
rplO	sigA	1	
bacD	sigA	1	
tagG	sigA	1	
yueD	sigA	1	
radC	sigA	1	
yxbB	sigA	1	
manP	sigA	1	
ytzK	sigA	1	
yqaN	sigA	1	
pycA	sigA	1	
ypzF	sigA	1	
yotE	sigA	1	
sspH	sigA	1	
msrA	sigA	1	
sufC	sigA	1	
cca	sigA	1	
ywzB	sigA	1	
yqaI	sigA	1	
skfE	sigA	1	
ywcE	sigA	1	
ganB	sigA	1	
yqaF	sigA	1	
rpsK	sigA	1	
yxnB	sigA	1	
minD	sigA	1	
ytpP	sigA	1	
rpmD	sigA	1	
pstA	sigA	1	
ylqD	sigA	1	
skfC	sigA	1	
ohrR	sigA	1	
trmFO	sigA	1	
gbsB	sigA	1	
rpmJ	sigA	1	
mleA	sigA	1	
yotC	sigA	1	
bacF	sigA	1	
catD	sigA	1	
pstBB	sigA	1	
dtpT	sigA	1	
yqaK	sigA	1	
yotM	sigA	1	
yukB	sigA	1	
sbcD	sigA	1	
swrAA.1	sigA	1	
ydcG	sigA	1	
proI	sigA	1	
yflI	sigA	1	
comP	sigA	1	
rnjA	sigA	1	
cstA	sigA	1	
ganA	sigA	1	
ybfK	sigA	1	
rimM	sigA	1	
yutD	sigA	1	
pstC	sigA	1	
ybdZ	sigA	1	
yqaG	sigA	1	
rplQ	sigA	1	
menD	sigA	1	
minC	sigA	1	
ywrA	sigA	1	
copA	sigA	1	
msrB	sigA	1	
yvcI	sigA	1	
mreC	sigA	1	
yukD	sigA	1	
yabE	sigA	1	
yqzL	sigA	1	
rplW	sigA	1	
trmD	sigA	1	
yueC	sigA	1	
tatCD	sigA	1	
ypbS	sigA	1	
mhqA	sigA	1	
sufD	sigA	1	
tilS	sigA	1	
yqiI	sigA	1	
efeU	sigA	1	
manR	sigA	1	
yqaH	sigA	1	
rpsF	sigA	1	
proA	sigA	1	
manA	sigA	1	
skfF	sigA	1	
qcrB	sigA	1	
csrA	sigA	1	
yqaJ	sigA	1	
frlM	sigA	1	
ycnK	sigA	1	
ylqC	sigA	1	
rpsE	sigA	1	
rpsJ	sigA	1	
ylbP	sigA	1	
yosX	sigA	1	
vmlR	sigA	1	
yutF	sigA	1	
ykqA	sigA	1	
rplR	sigA	1	
mtlD	sigA	1	
fmt	sigA	1	
ftsW	sigA	1	
amyC	sigA	1	
frlD	sigA	1	
rplF	sigA	1	
secY	sigA	1	
yvcD	sigA	1	
maf	sigA	1	
mgsA	sigA	1	
tatAD	sigA	1	
recU	sigA	1	
ycnL	sigA	1	
rplP	sigA	1	
bacB	sigA	1	
whiA	sigA	1	
skfG	sigA	1	
yhxA	sigA	1	
hprK	sigA	1	
yqaM	sigA	1	
yxaB	sigA	1	
birA	sigA	1	
yhdF	sigA	1	
yojE	sigA	1	
yvoF	sigA	1	
cwlO	sigA	1	
wprA	sigA	1	
yotD	sigA	1	
recO	sigA	1	
bmrA	sigA	1	
rpsS	sigA	1	
melA	sigA	1	
rnjB	sigA	1	
glmM	sigA	1	
yvcN	sigA	1	
rpsH	sigA	1	
proJ	sigA	1	
lcfA	sigA	1	
rpoC	sigA	1	
yotI	sigA	1	
secE	sigA	1	
ywoB	sigA	1	
frlB	sigA	1	
rplS	sigA	1	
rplV	sigA	1	
murAA	sigA	1	
yurJ	sigA	1	
ylbQ	sigA	1	
yotK	sigA	1	
bacE	sigA	1	
gbsA	sigA	1	
ywoC	sigA	1	
rplX	sigA	1	
yotH	sigA	1	
S56	sigA	1	
adk	sigA	1	
infA	sigA	1	
pstBA	sigA	1	
defA	sigA	1	
topB	sigA	1	
acoR	sigA	1	
yueB	sigA	1	
opuD	sigA	1	
mtlR	sigA	1	
mtlF	sigA	1	
mtlA	sigA	1	
pheA	sigA	1	
fliW	sigA	1	
yjdF	sigA	1	
yvcJ	sigA	1	
sbcC	sigA	1	
frlN	sigA	1	
yeaB	sigA	1	
ysfE	sigA	1	
ganQ	sigA	1	
mleN	sigA	1	
ytxM	sigA	1	
proH	sigA	1	
rpmGB	sigA	1	
yxaM	sigA	1	
ytpR	sigA	1	
ybzG	sigA	1	
yukC	sigA	1	
cccA	sigA	1	
skfH	sigA	1	
amyD	sigA	1	
lgt	sigA	1	
braB	sigA	1	
rsgI	sigA	1	
skfB	sigA	1	
hprT	sigA	1	
ponA	sigA	1	
sufB	sigA	1	
rplB	sigA	1	
yotB	sigA	1	
msmR	sigA	1	
ywrB	sigA	1	
yotG	sigA	1	
ycnI	sigA	1	
yqaL	sigA	1	
yotJ	sigA	1	
yqzO	sigA	1	
bacA	sigA	1	
ssbA	sigA	1	
minJ	sigA	1	
qcrC	sigA	1	
rpsM	sigA	1	
rplC	sigA	1	
crh	sigA	1	
rpoA	sigA	1	
rplD	sigA	1	
ytpQ	sigA	1	
dapB	sigA	1	
tagH	sigA	1	
yqdA	sigA	1	
frlO	sigA	1	
yneN	sigA	1	
ganP	sigA	1	
mbl	sigA	1	
ytfP	sigA	1	
ymfC	sigA	1	
ptkA	sigA	1	
yqiK	sigA	1	
copZ	sigA	1	
yotB	sigE	1	
yotG	sigE	1	
yotJ	sigE	1	
yuzH	sigE	1	
murD	sigE	1	
comZ	sigE	1	
mraY	sigE	1	
spsB	sigE	1	
murE	sigE	1	
yusQ	sigE	1	
yotC	sigE	1	
yotM	sigE	1	
cotV	sigE	1	
yotE	sigE	1	
cotX	sigE	1	
spsF	sigE	1	
spsA	sigE	1	
yisY	sigE	1	
mutM	sigE	1	
yugU	sigE	1	
cotY	sigE	1	
spsL	sigE	1	
yosX	sigE	1	
spsE	sigE	1	
spsD	sigE	1	
yhjQ	sigE	1	
yotD	sigE	1	
yppG	sigE	1	
tgl	sigE	1	
ywrJ	sigE	1	
yotI	sigE	1	
yotK	sigE	1	
yusS	sigE	1	
cotW	sigE	1	
yotH	sigE	1	
med	sigE	1	
yqkF	sigE	1	
polA	sigE	1	
spsC	sigE	1	
yaaO	sigW	1	
fabHA	sigW	1	
dhbC	sigI	1	
dhbE	sigI	1	
dhbB	sigI	1	
ykuN	sigI	1	
dhbA	sigI	1	
ybdZ	sigI	1	
fabI	sigI	1	
dhbF	sigI	1	
ykuP	sigI	1	
ykuO	sigI	1	
ykpC	sigI	1	
xkdW	xpf	1	
xkdP	xpf	1	
xkzA	xpf	1	
xkdV	xpf	1	
xkdN	xpf	1	
xepA	xpf	1	
xlyA	xpf	1	
xkdO	xpf	1	
xkdT	xpf	1	
xkdR	xpf	1	
xkdQ	xpf	1	
xkdS	xpf	1	
xhlA	xpf	1	
xhlB	xpf	1	
xkzB	xpf	1	
xkdU	xpf	1	
xkdX	xpf	1	
yxaH	qdoR	-1	
tilS	tilS	1	
hprT	tilS	1	
ftsH	tilS	1	
yetJ	cymR	-1	
ydaJ	sigB	1	
yebE	sigB	1	
ytfP	sigB	1	
ydaC	sigB	1	
S1134	sigB	1	
yyzH	sigB	1	
yflB	sigB	1	
yvzE	sigB	1	
ydzE	sigB	1	
ylxR	sigB	1	
ydaM	sigB	1	
ywjA	sigB	1	
yfkR	sigB	1	
ymaE	sigB	1	
ipi	sigB	1	
ydaL	sigB	1	
yflI	sigB	1	
S1384	sigB	1	
menC	sigB	1	
yisP	sigB	1	
luxS	sigB	1	
yfkQ	sigB	1	
infB	sigB	1	
yqzL	sigB	1	
yczO	sigB	1	
ytiB	sigB	1	
ydaN	sigB	1	
ywsA	sigB	1	
yjiC	sigB	1	
ykzN	sigB	1	
yebG	sigB	1	
yvbG	sigB	1	
yjiB	sigB	1	
yydC	sigB	1	
menE	sigB	1	
recO	sigB	1	
yybO	sigB	1	
ylxS	sigB	1	
ytkK	sigB	1	
ykzC	sigB	1	
opuD	sigB	1	
ytkC	sigB	1	
smpB	sigB	1	
ywjB	sigB	1	
ssrA	sigB	1	
S1136	sigB	1	
yyzG	sigB	1	
nusA	sigB	1	
secG	sigB	1	
yflD	sigB	1	
yuzH	sigB	1	
yfhO	sigB	1	
pnbA	abh	1	
ctaB	abh	-1	
degU	sinR	-1	
lytC	sinR	-1	
degS	sinR	-1	
pnbA	sinR	-1	
kapB	sinR	-1	
mstX	sinR	-1	
yugO	sinR	-1	
kinB	sinR	-1	
lytA	sinR	-1	
lytB	sinR	-1	
lytF	sinR	-1	
flgD	swrA	1	
fliZ	swrA	1	
fliQ	swrA	1	
fliM	swrA	1	
fliI	swrA	1	
flhF	swrA	1	
cheA	swrA	1	
cheW	swrA	1	
cheY	swrA	1	
sigD	swrA	1	
fliR	swrA	1	
fliL	swrA	1	
fliP	swrA	1	
flhA	swrA	1	
flgE	swrA	1	
fliY	swrA	1	
cheD	swrA	1	
flhB	swrA	1	
ylxF	swrA	1	
cheC	swrA	1	
fliH	swrA	1	
fliF	swrA	1	
fliJ	swrA	1	
flgC	swrA	1	
flgB	swrA	1	
fliG	swrA	1	
fliK	swrA	1	
cheB	swrA	1	
fliE	swrA	1	
yrdR	sigG	1	
aag	sigG	1	
yfkS	sigG	1	
yqjB	sigG	1	
ytzL	sigG	1	
