Name,Locus_tag,StartV3,EndV3,Strand,classif
S963,S963,new_2641195_2642042_c,2641195,2642042,-1,5'
comER,comER,BSU25600,2641214,2642035,1,-
S964,S964,new_2642036_2642116,2642036,2642116,1,3'UTR
yqeM,yqeM,BSU25610,2642101,2642844,-1,-
yqeL,yqeL,BSU25620,2642841,2643197,-1,-
yqeK,yqeK,BSU25630,2643215,2643775,-1,-
nadD,nadD,BSU25640,2643765,2644334,-1,-
yqeI,yqeI,BSU25650,2644346,2644636,-1,-
aroD,aroD,BSU25660,2644630,2645472,-1,-
yqeH,yqeH,BSU25670,2645490,2646590,-1,-
yqeG,yqeG,BSU25680,2646594,2647112,-1,-
S965,S965,new_2647113_2647674_c,2647113,2647674,-1,5'
S966,S966,new_2647355_2647455,2647355,2647455,1,5'
sda,sda,BSU25690,2647456,2647614,1,-
S967,S967,new_2647615_2647861,2647615,2647861,1,3'UTR
S968,S968,new_2647725_2647872_c,2647725,2647872,-1,indep
S969,S969,new_2647863_2648916,2647863,2648916,1,3'PT
yqeF,yqeF,BSU25700,2647920,2648651,-1,-
S970,S970,new_2648688_2648796_c,2648688,2648796,-1,5'
cwlH,cwlH,BSU25710,2648903,2649655,-1,-
S971,S971,new_2649776_2649841,2649776,2649841,1,5'
yqeD,yqeD,BSU25720,2649842,2650468,1,-
yqeC,yqeC,BSU25730,2650487,2651380,-1,-
yqeB,yqeB,BSU25740,2651632,2652354,1,-
nucB,nucB,BSU25750,2652387,2652797,-1,-
spoIVCB,spoIVCB,BSU25760,2652993,2653463,1,-
spoIVCA,spoIVCA,BSU25770,2653371,2654873,-1,-
S972,S972,new_2655000_2655301_c,2655000,2655301,-1,inter
arsC,arsC,BSU25780,2655322,2655741,-1,-
arsB,arsB,BSU25790,2655753,2656793,-1,-
yqcK,yqcK,BSU25800,2656816,2657256,-1,-
arsR,arsR,BSU25810,2657317,2657634,-1,-
yqcI,yqcI,BSU25820,2658006,2658770,-1,-
rapE,rapE,BSU25830,2659213,2660340,1,-
phrE,phrE,BSU25840,2660330,2660464,1,-
yqzI,yqzI,BSU25850,2660574,2660732,1,-
yqcG,yqcG,BSU25860,2661102,2662697,1,-
yqcF,yqcF,BSU25870,2662712,2663290,1,-
S973,S973,new_2663336_2663531_c,2663336,2663531,-1,3'PT
yqxJ,yqxJ,BSU25880,2663551,2663913,-1,-
yqxI,yqxI,BSU25890,2663929,2664408,-1,-
S974,S974,new_2664534_2664730,2664534,2664730,1,5'
cwlA,cwlA,BSU25900,2664573,2665391,-1,-
S975,S975,new_2664732_2666054,2664732,2666054,1,indep-Ext
yqxH,yqxH,BSU25910,2665436,2665858,-1,-
yqxG,yqxG,BSU25920,2665903,2666796,-1,-
yqcE,yqcE,BSU25930,2666884,2667048,-1,-
yqcD,yqcD,BSU25940,2667045,2667380,-1,-
yqcC,yqcC,BSU25950,2667390,2668490,-1,-
yqcB,yqcB,BSU25960,2668493,2668765,-1,-
yqcA,yqcA,BSU25970,2668762,2669340,-1,-
yqbT,yqbT,BSU25980,2669324,2670370,-1,-
yqbS,yqbS,BSU25990,2670363,2670788,-1,-
yqbR,yqbR,BSU26000,2670801,2671064,-1,-
yqbQ,yqbQ,BSU26010,2671061,2672041,-1,-
yqbP,yqbP,BSU26020,2672054,2672713,-1,-
yqbO,yqbO,BSU26030,2672706,2677463,-1,-
yqbN,yqbN,BSU26039,2677466,2677657,-1,-
yqbN.1,yqbN,BSU26040,2677657,2678094,-1,-
yqdB,yqdB,BSU26050,2678240,2678419,1,-
S976,S976,new_2678362_2678577_c,2678362,2678577,-1,indep
S977,S977,new_2678579_2679086_c,2678579,2679086,-1,indep
S978,S978,new_2678724_2678943,2678724,2678943,1,indep
S979,S979,new_2679011_2679382,2679011,2679382,1,3'PT
yqbM,yqbM,BSU26060,2679142,2679585,-1,-
yqbK,yqbK,BSU26075,2679588,2680988,-1,-
yqzN,yqzN,BSU26089,2680989,2681180,-1,-
yqbJ,yqbJ,BSU26090,2681177,2681614,-1,-
yqbI,yqbI,BSU26100,2681627,2682130,-1,-
yqbH,yqbH,BSU26110,2682127,2682489,-1,-
yqbG,yqbG,BSU26120,2682486,2682881,-1,-
yqbF,yqbF,BSU26130,2682885,2683196,-1,-
yqbE,yqbE,BSU26140,2683207,2684142,-1,-
yqbD,yqbD,BSU26150,2684161,2685129,-1,-
yqbC,yqbC,BSU26160,2685162,2685815,-1,-
yqbB,yqbB,BSU26170,2685856,2686773,-1,-
yqbA,yqbA,BSU26180,2686770,2688302,-1,-
yqaT,yqaT,BSU26190,2688306,2689601,-1,-
yqaS,yqaS,BSU26200,2689594,2690313,-1,-
yqaR,yqaR,BSU26210,2690381,2690845,-1,-
yqaQ,yqaQ,BSU26220,2690989,2691444,-1,-
S980,S980,new_2691497_2692644_c,2691497,2692644,-1,3'UTR
yqaP,yqaP,BSU26230,2691642,2692571,1,-
S981,S981,new_2692608_2692913,2692608,2692913,1,3'UTR
yqaO,yqaO,BSU26240,2692645,2692851,-1,-
S982,S982,new_2692852_2692932_c,2692852,2692932,-1,intra
yqaN,yqaN,BSU26250,2692933,2693361,-1,-
yqzO,yqzO,BSU26259,2693457,2693606,-1,-
yqaM,yqaM,BSU26260,2693597,2694457,-1,-
yqaL,yqaL,BSU26270,2694420,2695097,-1,-
yqaK,yqaK,BSU26280,2695173,2696027,-1,-
yqaJ,yqaJ,BSU26290,2696030,2696989,-1,-
yqaI,yqaI,BSU26300,2697095,2697289,-1,-
yqaH,yqaH,BSU26310,2697419,2697676,-1,-
yqaG,yqaG,BSU26320,2697673,2698242,-1,-
yqdA,yqdA,BSU26330,2698316,2698456,-1,-
yqaF,yqaF,BSU26340,2698486,2698716,-1,-
yqaE,yqaE,BSU26350,2698893,2699243,1,-
S983,S983,new_2699244_2699382,2699244,2699382,1,3'UTR
yqaD,yqaD,BSU26360,2699510,2699677,-1,-
yqaC,yqaC,BSU26370,2700033,2700569,-1,-
yqaB,yqaB,BSU26380,2700838,2701356,1,-
spoIIIC,spoIIIC,BSU26390,2701338,2701754,1,-
S984,S984,new_2701783_2703117,2701783,2703117,1,3'PT
yrkS,yrkS,BSU26400,2701979,2702143,-1,-
psiE,psiE,BSU26410,2702688,2703104,-1,-
yrkQ,yrkQ,BSU26420,2703150,2704448,-1,-
yrkP,yrkP,BSU26430,2704435,2705130,-1,-
yrkO,yrkO,BSU26440,2705398,2706615,1,-
S985,S985,new_2706711_2707758_c,2706711,2707758,-1,3'PT
yrkN,yrkN,BSU26450,2707127,2707684,1,-
S986,S986,new_2707685_2707807,2707685,2707807,1,3'Ext
S987,S987,new_2707760_2708174_c,2707760,2708174,-1,3'UTR
yrkL,yrkL,BSU26470,2708175,2708699,-1,-
S988,S988,new_2708700_2708787_c,2708700,2708787,-1,5'
S989,S989,new_2708789_2708942_c,2708789,2708942,-1,inter
yrkK,yrkK,BSU26480,2708943,2709419,-1,-
S990,S990,new_2709471_2710001_c,2709471,2710001,-1,inter
yrkJ,yrkJ,BSU26490,2710002,2710787,-1,-
yrkI,yrkI,BSU26500,2710848,2711075,-1,-
yrkH,yrkH,BSU26510,2711109,2712242,-1,-
S991,S991,new_2712243_2712576_c,2712243,2712576,-1,intra
yrkF,yrkF,BSU26530,2712577,2713134,-1,-
S992,S992,new_2713135_2713319_c,2713135,2713319,-1,intra
yrkE,yrkE,BSU26540,2713320,2713802,-1,-
S993,S993,new_2713803_2713911_c,2713803,2713911,-1,inter
yrkD,yrkD,BSU26550,2713949,2714140,-1,-
S994,S994,new_2714141_2714230_c,2714141,2714230,-1,intra
yrzM,yrzM,BSU26558,2714231,2714548,-1,-
yrzN,yrzN,BSU26559,2714590,2714805,-1,-
S995,S995,new_2714806_2714932_c,2714806,2714932,-1,intra
yrkC,yrkC,BSU26560,2714933,2715493,-1,-
S996,S996,new_2715533_2715718_c,2715533,2715718,-1,inter
yrkB,yrkB,BSU26570,2715719,2715865,-1,-
bltR,bltR,BSU26580,2716035,2716856,-1,-
S997,S997,new_2716885_2718889_c,2716885,2718889,-1,inter
blt,blt,BSU26590,2716973,2718175,1,-
bltD,bltD,BSU26600,2718344,2718802,1,-
yrkA,yrkA,BSU26610,2718959,2720263,-1,-
S998,S998,new_2720264_2720343_c,2720264,2720343,-1,5'
yrzO,yrzO,BSU26619,2720526,2720669,-1,-
yrdR,yrdR,BSU26620,2720687,2721652,-1,-
yrdQ,yrdQ,BSU26630,2721778,2722644,1,-
S999,S999,new_2722645_2722745,2722645,2722745,1,3'UTR
yrdP,yrdP,BSU26640,2722767,2723804,-1,-
S1000,S1000,new_2723805_2723891_c,2723805,2723891,-1,intra
czcD,czcD,BSU26650,2723892,2724827,-1,-
S1001,S1001,new_2724871_2724954_c,2724871,2724954,-1,5'
yrdN,yrdN,BSU26660,2725114,2725503,-1,-
gltR,gltR,BSU26670,2725837,2726727,1,-
yrdK,yrdK,BSU26680,2726885,2727163,-1,-
brnQ,brnQ,BSU26690,2727160,2728482,-1,-
azlD,azlD,BSU26700,2728647,2728979,-1,-
azlC,azlC,BSU26710,2728976,2729740,-1,-
azlB,azlB,BSU26720,2729753,2730226,-1,-
yrdF,yrdF,BSU26730,2730560,2730835,-1,-
S1002,S1002,new_2730921_2731106_c,2730921,2731106,-1,3'PT
cypA,cypA,BSU26740,2731107,2732339,-1,-
yrdD,yrdD,BSU26748,2732389,2732547,-1,-
yrdD.1,yrdD,BSU26749,2732547,2732747,-1,-
yrdD.2,yrdD,BSU26750,2732747,2732881,-1,-
yrdC,yrdC,BSU26760,2732980,2733543,-1,-
yrdB,yrdB,BSU26770,2733772,2734143,-1,-
S1003,S1003,new_2734144_2734373_c,2734144,2734373,-1,5'
yrdA,yrdA,BSU26780,2734953,2735456,-1,-
S1004,S1004,new_2735457_2735681_c,2735457,2735681,-1,intra
aadK,aadK,BSU26790,2735682,2736536,-1,-
S1005,S1005,new_2736537_2736639_c,2736537,2736639,-1,5'
S1006,S1006,new_2736849_2736914,2736849,2736914,1,5'
yrpB,yrpB,BSU26800,2736915,2737958,1,-
yrpC,yrpC,BSU26810,2738308,2739105,1,-
yrpD,yrpD,BSU26820,2739486,2740193,1,-
S1007,S1007,new_2740238_2740411,2740238,2740411,1,inter
S1008,S1008,new_2740413_2740741,2740413,2740741,1,5'
S1009,S1009,new_2740743_2740894,2740743,2740894,1,indep
S1010,S1010,new_2740896_2741093,2740896,2741093,1,3'Ext
S1011,S1011,new_2741085_2741356_c,2741085,2741356,-1,3'UTR
yrpE,yrpE,BSU26830,2741357,2742112,-1,-
sigZ,sigZ,BSU26840,2742244,2742774,-1,-
yrpG,yrpG,BSU26850,2742909,2743889,1,-
yraO,yraO,BSU26860,2744163,2745479,-1,-
S1012,S1012,new_2745480_2745593_c,2745480,2745593,-1,intra
yraN,yraN,BSU26870,2745594,2746463,-1,-
yraM,yraM,BSU26880,2746608,2747711,1,-
csn,csn,BSU26890,2747984,2748817,-1,-
S1013,S1013,new_2749037_2749259,2749037,2749259,1,5'
yraL,yraL,BSU26900,2749260,2749523,1,-
yraK,yraK,BSU26910,2749660,2750475,1,-
S1014,S1014,new_2750810_2750882_c,2750810,2750882,-1,3'UTR
yraJ,yraJ,BSU26920,2750883,2751239,-1,-
yraI,yraI,BSU26930,2751292,2751726,-1,-
S1015,S1015,new_2752064_2752166_c,2752064,2752166,-1,3'UTR
yraH,yraH,BSU26940,2752167,2752553,-1,-
yraG,yraG,BSU26950,2752802,2753047,1,-
yraF,yraF,BSU26960,2753065,2753433,1,-
adhB,adhB,BSU26970,2753452,2754588,1,-
yraE,yraE,BSU26980,2754607,2754804,1,-
yraD,yraD,BSU26990,2754820,2755119,1,-
yraB,yraB,BSU27000,2755382,2755804,-1,-
S1016,S1016,new_2755836_2755986,2755836,2755986,1,5'
yrzP,yrzP,BSU27009,2755987,2756181,1,-
S1017,S1017,new_2756227_2756311,2756227,2756311,1,5'
adhA,adhA,BSU27010,2756312,2757361,1,-
yraA,yraA,BSU27020,2757492,2758001,1,-
S1018,S1018,new_2758015_2759120,2758015,2759120,1,3'PT
sacC,sacC,BSU27030,2758043,2760076,-1,-
S1019,S1019,new_2760077_2760232_c,2760077,2760232,-1,intra
levG,levG,BSU27040,2760233,2761060,-1,-
levF,levF,BSU27050,2761081,2761890,-1,-
levE,levE,BSU27060,2761907,2762395,-1,-
levD,levD,BSU27070,2762395,2762835,-1,-
levR,levR,BSU27080,2763025,2765832,-1,-
aapA,aapA,BSU27090,2766558,2767946,1,-
S1020,S1020,new_2767968_2768041_c,2767968,2768041,-1,3'UTR
yrhP,yrhP,BSU27100,2768042,2768674,-1,-
yrhO,yrhO,BSU27110,2768827,2769654,1,-
sigV,sigV,BSU27120,2769850,2770350,1,-
rsiV,rsiV,BSU27130,2770350,2771207,1,-
oatA,oatA,BSU27140,2771318,2773222,1,-
yrhK,yrhK,BSU27150,2773356,2773646,1,-
S1021,S1021,new_2773647_2773762,2773647,2773762,1,inter
S1022,S1022,new_2773764_2773889,2773764,2773889,1,indep
cypB,cypB,BSU27160,2773890,2777054,-1,-
bscR,bscR,BSU27170,2777070,2777654,-1,-
yrhH,yrhH,BSU27180,2777877,2778419,-1,-
S1023,S1023,new_2778420_2778505_c,2778420,2778505,-1,5'
S1024,S1024,new_2778574_2778790_c,2778574,2778790,-1,indep
S1025,S1025,new_2778792_2778922_c,2778792,2778922,-1,inter
yrzI,yrzI,BSU27190,2778923,2779072,-1,-
S1026,S1026,new_2779073_2779163_c,2779073,2779163,-1,inter
S1027,S1027,new_2779165_2779384_c,2779165,2779384,-1,indep
S1028,S1028,new_2779386_2779461_c,2779386,2779461,-1,inter
yrhG,yrhG,BSU27200,2779462,2780262,-1,-
S1029,S1029,new_2780331_2780484_c,2780331,2780484,-1,indep
yrhF,yrhF,BSU27210,2780525,2780893,-1,-
S1030,S1030,new_2780894_2780990_c,2780894,2780990,-1,5'
S1031,S1031,new_2781002_2781208,2781002,2781208,1,5'
yrhE,yrhE,BSU27220,2781209,2784151,1,-
yrhD,yrhD,BSU27230,2784170,2784652,1,-
yrhC,yrhC,BSU27240,2784688,2784918,-1,-
S1032,S1032,new_2784919_2785000_c,2784919,2785000,-1,intra
mccB,mccB,BSU27250,2785001,2786140,-1,-
mccA,mccA,BSU27260,2786142,2787065,-1,-
S1033,S1033,new_2787066_2787129_c,2787066,2787129,-1,intra
mtnN,mtnN,BSU27270,2787130,2787825,-1,-
yrrT,yrrT,BSU27280,2787846,2788487,-1,-
S1034,S1034,new_2788570_2788634,2788570,2788634,1,5'
yrzA,yrzA,BSU27290,2788680,2788883,1,-
yrrS,yrrS,BSU27300,2788920,2789621,-1,-
pbpI,pbpI,BSU27310,2789686,2791440,-1,-
greA,greA,BSU27320,2791494,2791967,-1,-
S1035,S1035,new_2791968_2792100_c,2791968,2792100,-1,5'
S1036,S1036,new_2792102_2792210_c,2792102,2792210,-1,5'
udk,udk,BSU27330,2792218,2792853,-1,-
yrrO,yrrO,BSU27340,2792860,2794128,-1,-
yrrN,yrrN,BSU27350,2794147,2795076,-1,-
yrrM,yrrM,BSU27360,2795082,2795735,-1,-
S1037,S1037,new_2795736_2795840_c,2795736,2795840,-1,5'
yrrL,yrrL,BSU27370,2795887,2796969,-1,-
yrzB,yrzB,BSU27380,2797100,2797381,-1,-
yrrK,yrrK,BSU27390,2797399,2797815,-1,-
yrzL,yrzL,BSU27400,2797823,2798089,-1,-
S1038,S1038,new_2798008_2799197,2798008,2799197,1,indep-Ext
S1039,S1039,new_2798090_2798150_c,2798090,2798150,-1,5'
alaS,alaS,BSU27410,2798174,2800810,-1,-
S1040,S1040,new_2800811_2800889_c,2800811,2800889,-1,intra
X.31,NA,BSU_misc_RNA_40,2800890,2801097,-1,-
yrrI,yrrI,BSU27420,2801141,2802202,-1,-
S1041,S1041,new_2802122_2802357,2802122,2802357,1,5'
glnQ,glnQ,BSU27430,2802358,2803086,1,-
glnH,glnH,BSU27440,2803108,2803929,1,-
glnM,glnM,BSU27450,2803990,2804640,1,-
glnP,glnP,BSU27460,2804657,2805313,1,-
yrzQ,yrzQ,BSU27468,2805348,2805479,-1,-
yrzR,yrzR,BSU27469,2805501,2805692,-1,-
yrrD,yrrD,BSU27470,2805704,2806228,-1,-
yrrC,yrrC,BSU27480,2806286,2808682,-1,-
S1042,S1042,new_2806566_2806915,2806566,2806915,1,indep-Ext
yrrB,yrrB,BSU27490,2808707,2809327,-1,-
trmU,trmU,BSU27500,2809413,2810528,-1,-
iscS,iscS,BSU27510,2810559,2811698,-1,-
cymR,cymR,BSU27520,2811717,2812133,-1,-
S1043,S1043,new_2812134_2812231_c,2812134,2812231,-1,5'
yrvN,yrvN,BSU27530,2812336,2813601,1,-
yrvM,yrvM,BSU27540,2813643,2814407,-1,-
X.32,NA,BSU_misc_RNA_41,2814490,2814682,-1,-
aspS,aspS,BSU27550,2814743,2816521,-1,-
hisS,hisS,BSU27560,2816535,2817809,-1,-
X.33,NA,BSU_misc_RNA_42,2817899,2818131,-1,-
S1044,S1044,new_2818161_2818445,2818161,2818445,1,5'
yrzK,yrzK,BSU27570,2818191,2818361,-1,-
yrvJ,yrvJ,BSU27580,2818494,2820050,1,-
dtd,dtd,BSU27590,2820077,2820475,-1,-
relA,relA,BSU27600,2820529,2822733,-1,-
S1045,S1045,new_2822771_2822861_c,2822771,2822861,-1,inter
apt,apt,BSU27610,2822901,2823413,-1,-
recJ,recJ,BSU27620,2823419,2825779,-1,-
yrvD,yrvD,BSU27630,2825846,2826169,-1,-
yrvC,yrvC,BSU27640,2826245,2826742,-1,-
S1046,S1046,new_2826743_2826818_c,2826743,2826818,-1,5'
secDF,secDF,BSU27650,2826900,2829113,-1,-
comN,comN,BSU27660,2829152,2829448,-1,-
S1047,S1047,new_2829449_2829527_c,2829449,2829527,-1,5'
S1048,S1048,new_2829529_2830447_c,2829529,2830447,-1,5'
spoVB,spoVB,BSU27670,2829564,2831120,1,-
S1049,S1049,new_2831121_2831885,2831121,2831885,1,inter
yrbG,yrbG,BSU27680,2831124,2831780,-1,-
yrzE,yrzE,BSU27690,2831915,2832367,1,-
yrbF,yrbF,BSU27700,2832424,2832690,-1,-
tgt,tgt,BSU27710,2832727,2833872,-1,-
queA,queA,BSU27720,2833899,2834927,-1,-
yrzS,yrzS,BSU27729,2834957,2835157,-1,-
ruvB,ruvB,BSU27730,2835150,2836154,-1,-
ruvA,ruvA,BSU27740,2836165,2836770,-1,-
S1050,S1050,new_2836807_2836908_c,2836807,2836908,-1,inter
bofC,bofC,BSU27750,2836909,2837421,-1,-
csbX,csbX,BSU27760,2837469,2838776,-1,-
yrbE,yrbE,BSU27770,2838847,2839872,-1,-
yrzF,yrzF,BSU27785,2840110,2840757,1,-
S1051,S1051,new_2840432_2840765_c,2840432,2840765,-1,3'PT
S1052,S1052,new_2840767_2840964_c,2840767,2840964,-1,indep
S1053,S1053,new_2841021_2841168,2841021,2841168,1,5'
yrzH,yrzH,BSU27800,2841169,2841300,1,-
yrzT,yrzT,BSU27809,2841307,2841447,1,-
yrbD,yrbD,BSU27810,2841611,2843065,1,-
yrbC,yrbC,BSU27820,2843106,2843828,-1,-
S1054,S1054,new_2843111_2843532,2843111,2843532,1,3'PT
coxA,coxA,BSU27830,2843931,2844527,-1,-
S1055,S1055,new_2844574_2844638_c,2844574,2844638,-1,inter
safA,safA,BSU27840,2844675,2845838,-1,-
S1056,S1056,new_2845839_2845914_c,2845839,2845914,-1,5'
nadA,nadA,BSU27850,2845955,2847061,-1,-
nadC,nadC,BSU27860,2847048,2847917,-1,-
nadB,nadB,BSU27870,2847871,2849466,-1,-
nifS,nifS,BSU27880,2849569,2850756,1,-
nadR,nadR,BSU27890,2850716,2851258,1,-
pheA,pheA,BSU27900,2851283,2852140,-1,-
S1057,S1057,new_2851286_2851995,2851286,2851995,1,3'PT
yszB,yszB,BSU27910,2852157,2852600,-1,-
obg,obg,BSU27920,2852661,2853947,-1,-
spo0B,spo0B,BSU27930,2853981,2854559,-1,-
S1058,S1058,new_2854560_2854625_c,2854560,2854625,-1,5'
S1059,S1059,new_2854627_2854844_c,2854627,2854844,-1,inter
rpmA,rpmA,BSU27940,2854880,2855164,-1,-
ysxB,ysxB,BSU27950,2855177,2855515,-1,-
rplU,rplU,BSU27960,2855518,2855826,-1,-
spoIVFB,spoIVFB,BSU27970,2855973,2856839,-1,-
spoIVFA,spoIVFA,BSU27980,2856832,2857626,-1,-
minD,minD,BSU27990,2857776,2858582,-1,-
minC,minC,BSU28000,2858584,2859264,-1,-
mreD,mreD,BSU28010,2859317,2859835,-1,-
mreC,mreC,BSU28020,2859832,2860704,-1,-
mreB,mreB,BSU28030,2860735,2861748,-1,-
radC,radC,BSU28040,2861840,2862535,-1,-
maf,maf,BSU28050,2862572,2863141,-1,-
spoIIB,spoIIB,BSU28060,2863294,2864292,-1,-
comC,comC,BSU28070,2864426,2865172,-1,-
folC,folC,BSU28080,2865312,2866604,-1,-
S1060,S1060,new_2866605_2866663_c,2866605,2866663,-1,intra
valS,valS,BSU28090,2866664,2869306,-1,-
S1061,S1061,new_2869307_2869365_c,2869307,2869365,-1,inter
X.34,NA,BSU_misc_RNA_44,2869366,2869588,-1,-
S1062,S1062,new_2869631_2869739_c,2869631,2869739,-1,5'
ysxE,ysxE,BSU28100,2869964,2870989,-1,-
spoVID,spoVID,BSU28110,2871022,2872749,-1,-
hemL,hemL,BSU28120,2872880,2874172,-1,-
hemB,hemB,BSU28130,2874202,2875176,-1,-
hemD,hemD,BSU28140,2875173,2875961,-1,-
hemC,hemC,BSU28150,2875951,2876895,-1,-
hemX,hemX,BSU28160,2876928,2877758,-1,-
hemA,hemA,BSU28170,2877766,2879133,-1,-
S1063,S1063,new_2879205_2879294_c,2879205,2879294,-1,5'
S1064,S1064,new_2879296_2879712_c,2879296,2879712,-1,5'
ysxD,ysxD,BSU28180,2879363,2879860,1,-
S1065,S1065,new_2879714_2879844_c,2879714,2879844,-1,5'
ysxC,ysxC,BSU28190,2879882,2880469,-1,-
lonA,lonA,BSU28200,2880466,2882790,-1,-
S1066,S1066,new_2882791_2882902_c,2882791,2882902,-1,5'
lonB,lonB,BSU28210,2882971,2884629,-1,-
clpX,clpX,BSU28220,2884781,2886043,-1,-
S1067,S1067,new_2886044_2886133_c,2886044,2886133,-1,5'
S1068,S1068,new_2886135_2886266_c,2886135,2886266,-1,inter
tig,tig,BSU28230,2886315,2887589,-1,-
S1069,S1069,new_2887590_2887779_c,2887590,2887779,-1,5'
ysoA,ysoA,BSU28240,2887817,2888821,-1,-
leuD,leuD,BSU28250,2888940,2889539,-1,-
leuC,leuC,BSU28260,2889552,2890970,-1,-
leuB,leuB,BSU28270,2891020,2892117,-1,-
leuA,leuA,BSU28280,2892138,2893694,-1,-
S1070,S1070,new_2892550_2894991,2892550,2894991,1,indep-Ext
ilvC,ilvC,BSU28290,2893681,2894709,-1,-
ilvH,ilvH,BSU28300,2894733,2895251,-1,-
ilvB,ilvB,BSU28310,2895248,2896972,-1,-
S1071,S1071,new_2896973_2897093_c,2896973,2897093,-1,inter
X.35,NA,BSU_misc_RNA_45,2897094,2897340,-1,-
S1072,S1072,new_2897341_2897467_c,2897341,2897467,-1,5'
S1073,S1073,new_2897469_2897599_c,2897469,2897599,-1,5'
ysnD,ysnD,BSU28320,2897788,2898123,1,-
S1074,S1074,new_2898227_2898291,2898227,2898291,1,5'
ysnE,ysnE,BSU28330,2898292,2898747,1,-
ysnF,ysnF,BSU28340,2898931,2899752,1,-
trnSL.Arg2,trnSL-Arg2,BSU_tRNA_84,2899816,2899889,-1,-
ysnB,ysnB,BSU28350,2900020,2900529,-1,-
ysnA,ysnA,BSU28360,2900545,2901141,-1,-
rph,rph,BSU28370,2901154,2901891,-1,-
gerM,gerM,BSU28380,2902002,2903102,-1,-
racE,racE,BSU28390,2903217,2904035,-1,-
ysmB,ysmB,BSU28400,2904043,2904483,-1,-
S1075,S1075,new_2904537_2904679_c,2904537,2904679,-1,inter
gerE,gerE,BSU28410,2904727,2904951,-1,-
ysmA,ysmA,BSU28420,2905067,2905510,-1,-
sdhB,sdhB,BSU28430,2905571,2906332,-1,-
sdhA,sdhA,BSU28440,2906335,2908095,-1,-
sdhC,sdhC,BSU28450,2908129,2908737,-1,-
S1076,S1076,new_2908738_2908833_c,2908738,2908833,-1,5'
S1077,S1077,new_2908835_2909456_c,2908835,2909456,-1,inter
yslB,yslB,BSU28460,2909030,2909476,1,-
lysC,lysC,BSU28470,2909520,2910746,-1,-
X.36,NA,BSU_misc_RNA_46,2910872,2911051,-1,-
uvrC,uvrC,BSU28490,2911116,2912888,-1,-
trxA,trxA,BSU28500,2913024,2913338,-1,-
S1078,S1078,new_2913380_2913589_c,2913380,2913589,-1,5'
xsa,xsa,BSU28510,2913661,2915148,-1,-
S1079,S1079,new_2915149_2915261_c,2915149,2915261,-1,5'
etfA,etfA,BSU28520,2915365,2916342,-1,-
etfB,etfB,BSU28530,2916378,2917151,-1,-
fadB,fadB,BSU28540,2917166,2917942,-1,-
fadR,fadR,BSU28550,2917957,2918541,-1,-
lcfA,lcfA,BSU28560,2918646,2920328,-1,-
yshE,yshE,BSU28570,2920517,2920921,-1,-
mutSB,mutSB,BSU28580,2920936,2923293,-1,-
polX,polX,BSU28590,2923314,2925026,-1,-
S1080,S1080,new_2925027_2925099_c,2925027,2925099,-1,intra
yshB,yshB,BSU28600,2925100,2925633,-1,-
yshA,yshA,BSU28610,2925640,2925897,-1,-
rnhC,rnhC,BSU28620,2926031,2926972,1,-
pheT,pheT,BSU28630,2927008,2929422,-1,-
pheS,pheS,BSU28640,2929438,2930472,-1,-
S1081,S1081,new_2930473_2930793_c,2930473,2930793,-1,5'
S1082,S1082,new_2930783_2931047,2930783,2931047,1,indep-Ext
ysgA,ysgA,BSU28650,2930827,2931573,-1,-
sspI,sspI,BSU28660,2931692,2931907,1,-
S1083,S1083,new_2931889_2933301_c,2931889,2933301,-1,indep-Ext
ysfB,ysfB,BSU28670,2931976,2933082,1,-
glcD,glcD,BSU28680,2933185,2934597,1,-
glcF,glcF,BSU28690,2934594,2935928,1,-
ysfE,ysfE,BSU28700,2935967,2936209,-1,-
S1084,S1084,new_2936210_2936381_c,2936210,2936381,-1,intra
cstA,cstA,BSU28710,2936382,2938178,-1,-
S1085,S1085,new_2938273_2938329_c,2938273,2938329,-1,3'UTR
abfA,abfA,BSU28720,2938330,2939832,-1,-
araQ,araQ,BSU28730,2939851,2940696,-1,-
araP,araP,BSU28740,2940697,2941638,-1,-
araN,araN,BSU28750,2941674,2942975,-1,-
araM,araM,BSU28760,2943006,2944190,-1,-
araL,araL,BSU28770,2944187,2945005,-1,-
araD,araD,BSU28780,2944983,2945672,-1,-
araB,araB,BSU28790,2945689,2947371,-1,-
araA,araA,BSU28800,2947385,2948875,-1,-
S1086,S1086,new_2948977_2949052_c,2948977,2949052,-1,inter
abnA,abnA,BSU28810,2949053,2950024,-1,-
S1087,S1087,new_2950025_2950153_c,2950025,2950153,-1,5'
ysdC,ysdC,BSU28820,2950221,2951306,-1,-
ysdB,ysdB,BSU28830,2951490,2951882,1,-
ysdA,ysdA,BSU28840,2951898,2952167,-1,-
S1088,S1088,new_2951898_2952204,2951898,2952204,1,3'UTR
rplT,rplT,BSU28850,2952224,2952583,-1,-
rpmI,rpmI,BSU28860,2952615,2952815,-1,-
infC,infC,BSU28870,2952828,2953349,-1,-
X.37,NA,BSU_misc_RNA_47,2953408,2953538,-1,-
S1089,S1089,new_2953559_2953623_c,2953559,2953623,-1,5'
yscB,yscB,BSU28890,2953795,2954460,1,-
lrgB,lrgB,BSU28900,2954492,2955187,-1,-
lrgA,lrgA,BSU28910,2955209,2955649,-1,-
lytT,lytT,BSU28920,2955783,2956508,-1,-
