source	target	sign	mechanism
ccpN	dfrA	1	
sigK	yotB	1	
sigK	yotG	1	
sigK	yotJ	1	
sigK	ykzQ	1	
sigK	xpaC	1	
sigK	csfB	1	
sigK	yrzN	1	
sigK	yotC	1	
sigK	yotM	1	
sigK	yisY	1	
sigK	cwlJ	1	
sigK	yotE	1	
sigK	yjzB	1	
sigK	yosX	1	
sigK	yaaN	1	
sigK	yaaO	1	
sigK	spoIISB	1	
sigK	yotI	1	
sigK	yotK	1	
sigK	yotH	1	
sigK	yotD	1	
xre	ykzK	-1	
xre	yjzJ	-1	
spo0A	yabD	-1	
spo0A	yisK	1	
spo0A	yisL	1	
spo0A	epr	1	
spo0A	ykqA	1	
spo0A	ywzH	-1	
spo0A	yodL	1	
spo0A	ptkA	1	
spo0A	ktrC	1	
spxA	yojF	1	
spxA	ypjD	1	
spxA	ytxK	1	
spxA	msrA	1	
spxA	tpx	1	
spxA	cca	1	
spxA	ytpP	1	
spxA	srfAD	-1	
spxA	ywcH	1	
spxA	srfAB	-1	
spxA	nfrA	1	
spxA	yugT	1	
spxA	coaX	1	
spxA	cysK	1	
spxA	trxA	1	
spxA	yjbI	1	
spxA	msrB	1	
spxA	yrhC	1	
spxA	yugJ	1	
spxA	srfAC	-1	
spxA	mtnN	1	
spxA	mgsA	1	
spxA	birA	1	
spxA	yacD	1	
spxA	ytvA	1	
spxA	trxB	1	
spxA	ylaB	1	
spxA	ylaA	1	
spxA	ylbQ	1	
spxA	yrrT	1	
spxA	yjbH	1	
spxA	ylaD	1	
spxA	ytpR	1	
spxA	ylaC	1	
spxA	ytpQ	1	
spxA	dapB	1	
spxA	yoyC	1	
spxA	srfAA	-1	
spxA	mccA	1	
spxA	comS	-1	
spxA	mccB	1	
dtrR	tyrZ	-1	
sigA	rpsC	1	
sigA	rpsP	1	
sigA	catE	1	
sigA	yutE	1	
sigA	ktrC	1	
sigA	yloN	1	
sigA	rpmC	1	
sigA	rpsR	1	
sigA	ypqP	1	
sigA	msmE	1	
sigA	yqiH	1	
sigA	ybgB	1	
sigA	rpsQ	1	
sigA	bacC	1	
sigA	mreB	1	
sigA	yoyC	1	
sigA	sigI	1	
sigA	glpP	1	
sigA	yviE	1	
sigA	ycnJ	1	
sigA	sufS	1	
sigA	glcR	1	
sigA	yvoD	1	
sigA	mreD	1	
sigA	ykoP	1	
sigA	nagP	1	
sigA	scoC	1	
sigA	ydfM	1	
sigA	asnH	1	
sigA	ywoD	1	
sigA	S477	1	
sigA	proB	1	
sigA	yojF	1	
sigA	ypjD	1	
sigA	rplE	1	
sigA	yukE	1	
sigA	rplO	1	
sigA	bacD	1	
sigA	tagG	1	
sigA	yueD	1	
sigA	radC	1	
sigA	yxbB	1	
sigA	manP	1	
sigA	ytzK	1	
sigA	yqaN	1	
sigA	pycA	1	
sigA	ypzF	1	
sigA	yotE	1	
sigA	sspH	1	
sigA	msrA	1	
sigA	sufC	1	
sigA	cca	1	
sigA	ywzB	1	
sigA	yqaI	1	
sigA	skfE	1	
sigA	ywcE	1	
sigA	ganB	1	
sigA	yqaF	1	
sigA	rpsK	1	
sigA	yxnB	1	
sigA	minD	1	
sigA	ytpP	1	
sigA	rpmD	1	
sigA	pstA	1	
sigA	ylqD	1	
sigA	skfC	1	
sigA	ohrR	1	
sigA	trmFO	1	
sigA	gbsB	1	
sigA	rpmJ	1	
sigA	mleA	1	
sigA	yotC	1	
sigA	bacF	1	
sigA	catD	1	
sigA	pstBB	1	
sigA	dtpT	1	
sigA	yqaK	1	
sigA	yotM	1	
sigA	yukB	1	
sigA	sbcD	1	
sigA	swrAA.1	1	
sigA	ydcG	1	
sigA	proI	1	
sigA	yflI	1	
sigA	comP	1	
sigA	rnjA	1	
sigA	cstA	1	
sigA	ganA	1	
sigA	ybfK	1	
sigA	rimM	1	
sigA	yutD	1	
sigA	pstC	1	
sigA	ybdZ	1	
sigA	yqaG	1	
sigA	rplQ	1	
sigA	menD	1	
sigA	minC	1	
sigA	ywrA	1	
sigA	copA	1	
sigA	msrB	1	
sigA	yvcI	1	
sigA	mreC	1	
sigA	yukD	1	
sigA	yabE	1	
sigA	yqzL	1	
sigA	rplW	1	
sigA	trmD	1	
sigA	yueC	1	
sigA	tatCD	1	
sigA	ypbS	1	
sigA	mhqA	1	
sigA	sufD	1	
sigA	tilS	1	
sigA	yqiI	1	
sigA	efeU	1	
sigA	manR	1	
sigA	yqaH	1	
sigA	rpsF	1	
sigA	proA	1	
sigA	manA	1	
sigA	skfF	1	
sigA	qcrB	1	
sigA	csrA	1	
sigA	yqaJ	1	
sigA	frlM	1	
sigA	ycnK	1	
sigA	ylqC	1	
sigA	rpsE	1	
sigA	rpsJ	1	
sigA	ylbP	1	
sigA	yosX	1	
sigA	vmlR	1	
sigA	yutF	1	
sigA	ykqA	1	
sigA	rplR	1	
sigA	mtlD	1	
sigA	fmt	1	
sigA	ftsW	1	
sigA	amyC	1	
sigA	frlD	1	
sigA	rplF	1	
sigA	secY	1	
sigA	yvcD	1	
sigA	maf	1	
sigA	mgsA	1	
sigA	tatAD	1	
sigA	recU	1	
sigA	ycnL	1	
sigA	rplP	1	
sigA	bacB	1	
sigA	whiA	1	
sigA	skfG	1	
sigA	yhxA	1	
sigA	hprK	1	
sigA	yqaM	1	
sigA	yxaB	1	
sigA	birA	1	
sigA	yhdF	1	
sigA	yojE	1	
sigA	yvoF	1	
sigA	cwlO	1	
sigA	wprA	1	
sigA	yotD	1	
sigA	recO	1	
sigA	bmrA	1	
sigA	rpsS	1	
sigA	melA	1	
sigA	rnjB	1	
sigA	glmM	1	
sigA	yvcN	1	
sigA	rpsH	1	
sigA	proJ	1	
sigA	lcfA	1	
sigA	rpoC	1	
sigA	yotI	1	
sigA	secE	1	
sigA	ywoB	1	
sigA	frlB	1	
sigA	rplS	1	
sigA	rplV	1	
sigA	murAA	1	
sigA	yurJ	1	
sigA	ylbQ	1	
sigA	yotK	1	
sigA	bacE	1	
sigA	gbsA	1	
sigA	ywoC	1	
sigA	rplX	1	
sigA	yotH	1	
sigA	S56	1	
sigA	adk	1	
sigA	infA	1	
sigA	pstBA	1	
sigA	defA	1	
sigA	topB	1	
sigA	acoR	1	
sigA	yueB	1	
sigA	opuD	1	
sigA	mtlR	1	
sigA	mtlF	1	
sigA	mtlA	1	
sigA	pheA	1	
sigA	fliW	1	
sigA	yjdF	1	
sigA	yvcJ	1	
sigA	sbcC	1	
sigA	frlN	1	
sigA	yeaB	1	
sigA	ysfE	1	
sigA	ganQ	1	
sigA	mleN	1	
sigA	ytxM	1	
sigA	proH	1	
sigA	rpmGB	1	
sigA	yxaM	1	
sigA	ytpR	1	
sigA	ybzG	1	
sigA	yukC	1	
sigA	cccA	1	
sigA	skfH	1	
sigA	amyD	1	
sigA	lgt	1	
sigA	braB	1	
sigA	rsgI	1	
sigA	skfB	1	
sigA	hprT	1	
sigA	ponA	1	
sigA	sufB	1	
sigA	rplB	1	
sigA	yotB	1	
sigA	msmR	1	
sigA	ywrB	1	
sigA	yotG	1	
sigA	ycnI	1	
sigA	yqaL	1	
sigA	yotJ	1	
sigA	yqzO	1	
sigA	bacA	1	
sigA	ssbA	1	
sigA	minJ	1	
sigA	qcrC	1	
sigA	rpsM	1	
sigA	rplC	1	
sigA	crh	1	
sigA	rpoA	1	
sigA	rplD	1	
sigA	ytpQ	1	
sigA	dapB	1	
sigA	tagH	1	
sigA	yqdA	1	
sigA	frlO	1	
sigA	yneN	1	
sigA	ganP	1	
sigA	mbl	1	
sigA	ytfP	1	
sigA	ymfC	1	
sigA	ptkA	1	
sigA	yqiK	1	
sigA	copZ	1	
sigE	yotB	1	
sigE	yotG	1	
sigE	yotJ	1	
sigE	yuzH	1	
sigE	murD	1	
sigE	comZ	1	
sigE	mraY	1	
sigE	spsB	1	
sigE	murE	1	
sigE	yusQ	1	
sigE	yotC	1	
sigE	yotM	1	
sigE	cotV	1	
sigE	yotE	1	
sigE	cotX	1	
sigE	spsF	1	
sigE	spsA	1	
sigE	yisY	1	
sigE	mutM	1	
sigE	yugU	1	
sigE	cotY	1	
sigE	spsL	1	
sigE	yosX	1	
sigE	spsE	1	
sigE	spsD	1	
sigE	yhjQ	1	
sigE	yotD	1	
sigE	yppG	1	
sigE	tgl	1	
sigE	ywrJ	1	
sigE	yotI	1	
sigE	yotK	1	
sigE	yusS	1	
sigE	cotW	1	
sigE	yotH	1	
sigE	med	1	
sigE	yqkF	1	
sigE	polA	1	
sigE	spsC	1	
sigW	yaaO	1	
sigW	fabHA	1	
sigI	dhbC	1	
sigI	dhbE	1	
sigI	dhbB	1	
sigI	ykuN	1	
sigI	dhbA	1	
sigI	ybdZ	1	
sigI	fabI	1	
sigI	dhbF	1	
sigI	ykuP	1	
sigI	ykuO	1	
sigI	ykpC	1	
xpf	xkdW	1	
xpf	xkdP	1	
xpf	xkzA	1	
xpf	xkdV	1	
xpf	xkdN	1	
xpf	xepA	1	
xpf	xlyA	1	
xpf	xkdO	1	
xpf	xkdT	1	
xpf	xkdR	1	
xpf	xkdQ	1	
xpf	xkdS	1	
xpf	xhlA	1	
xpf	xhlB	1	
xpf	xkzB	1	
xpf	xkdU	1	
xpf	xkdX	1	
qdoR	yxaH	-1	
tilS	tilS	1	
tilS	hprT	1	
tilS	ftsH	1	
cymR	yetJ	-1	
sigB	ydaJ	1	
sigB	yebE	1	
sigB	ytfP	1	
sigB	ydaC	1	
sigB	S1134	1	
sigB	yyzH	1	
sigB	yflB	1	
sigB	yvzE	1	
sigB	ydzE	1	
sigB	ylxR	1	
sigB	ydaM	1	
sigB	ywjA	1	
sigB	yfkR	1	
sigB	ymaE	1	
sigB	ipi	1	
sigB	ydaL	1	
sigB	yflI	1	
sigB	S1384	1	
sigB	menC	1	
sigB	yisP	1	
sigB	luxS	1	
sigB	yfkQ	1	
sigB	infB	1	
sigB	yqzL	1	
sigB	yczO	1	
sigB	ytiB	1	
sigB	ydaN	1	
sigB	ywsA	1	
sigB	yjiC	1	
sigB	ykzN	1	
sigB	yebG	1	
sigB	yvbG	1	
sigB	yjiB	1	
sigB	yydC	1	
sigB	menE	1	
sigB	recO	1	
sigB	yybO	1	
sigB	ylxS	1	
sigB	ytkK	1	
sigB	ykzC	1	
sigB	opuD	1	
sigB	ytkC	1	
sigB	smpB	1	
sigB	ywjB	1	
sigB	ssrA	1	
sigB	S1136	1	
sigB	yyzG	1	
sigB	nusA	1	
sigB	secG	1	
sigB	yflD	1	
sigB	yuzH	1	
sigB	yfhO	1	
abh	pnbA	1	
abh	ctaB	-1	
sinR	degU	-1	
sinR	lytC	-1	
sinR	degS	-1	
sinR	pnbA	-1	
sinR	kapB	-1	
sinR	mstX	-1	
sinR	yugO	-1	
sinR	kinB	-1	
sinR	lytA	-1	
sinR	lytB	-1	
sinR	lytF	-1	
swrA	flgD	1	
swrA	fliZ	1	
swrA	fliQ	1	
swrA	fliM	1	
swrA	fliI	1	
swrA	flhF	1	
swrA	cheA	1	
swrA	cheW	1	
swrA	cheY	1	
swrA	sigD	1	
swrA	fliR	1	
swrA	fliL	1	
swrA	fliP	1	
swrA	flhA	1	
swrA	flgE	1	
swrA	fliY	1	
swrA	cheD	1	
swrA	flhB	1	
swrA	ylxF	1	
swrA	cheC	1	
swrA	fliH	1	
swrA	fliF	1	
swrA	fliJ	1	
swrA	flgC	1	
swrA	flgB	1	
swrA	fliG	1	
swrA	fliK	1	
swrA	cheB	1	
swrA	fliE	1	
sigG	yrdR	1	
sigG	aag	1	
sigG	yfkS	1	
sigG	yqjB	1	
sigG	ytzL	1	
sigG	ykzP	1	
sigG	ypzF	1	
sigG	ypzI	1	
sigG	yqjC	1	
sigG	yfkT	1	
sigG	yizC	1	
sigG	yhdB	1	
sigG	ypzG	1	
sigG	spoIIP	1	
sigG	yuzM	1	
sigG	yitU	1	
sigG	ykzE	1	
sigG	yxzF	1	
sigG	yrzO	1	
sigG	yrzQ	1	
sigG	yoyE	1	
sigG	exoA	1	
sigG	yrzR	1	
sigO	oxdC	1	
sigO	yvrJ	1	
sigO	rsoA	1	
phoP	srfAC	1	
phoP	yycQ	1	
phoP	ydjN	1	
phoP	comS	1	
phoP	rapK	1	
phoP	phrK	1	
phoP	srfAA	1	
phoP	tagH	-1	
phoP	srfAD	1	
phoP	glpT	1	
phoP	srfAB	1	
phoP	tagG	-1	
glnR	alsT	-1	
kre	dhbE	-1	
kre	ykoP	-1	
kre	S477	-1	
kre	ykuN	-1	
kre	dhbA	-1	
kre	ybdZ	-1	
kre	ykuP	-1	
kre	dhbF	-1	
kre	ykuO	-1	
kre	dhbB	-1	
kre	dhbC	-1	
dnaA	sunA	-1	
dnaA	sacT	-1	
dnaA	yxaL	-1	
dnaA	sunT	-1	
dnaA	noc	-1	
dnaA	bdbB	-1	
dnaA	yybM	-1	
dnaA	yybL	-1	
dnaA	yxaJ	-1	
dnaA	yybN	-1	
dnaA	ywcI	-1	
dnaA	vpr	-1	
dnaA	bdbA	-1	
dnaA	yybJ	-1	
dnaA	yolJ	-1	
dnaA	yybK	-1	
csoR	yotC	-1	
csoR	yotM	-1	
csoR	yotE	-1	
csoR	yosX	-1	
csoR	yotI	-1	
csoR	yotK	-1	
csoR	yotH	-1	
csoR	yotB	-1	
csoR	yotG	-1	
csoR	yotJ	-1	
roxS	sucC	-1	
remA	epsE	1	
remA	epsG	1	
remA	opuAB	1	
remA	epsL	1	
remA	opuAA	1	
remA	opuBA	1	
remA	opuCB	1	
remA	opuBB	1	
remA	opuCD	1	
remA	epsK	1	
remA	sipW	1	
remA	epsF	1	
remA	opuAC	1	
remA	opuBC	1	
remA	epsN	1	
remA	opuBD	1	
remA	tasA	1	
remA	epsC	1	
remA	epsI	1	
remA	epsD	1	
remA	opuCA	1	
remA	opuCC	1	
remA	epsB	1	
remA	epsO	1	
remA	epsH	1	
remA	epsM	1	
remA	epsA	1	
remA	epsJ	1	
nagR	yflI	-1	
nagR	yflH	-1	
nagR	nagP	-1	
yofA	pycA	1	
sigD	yabP	1	
sigD	yqaR	1	
sigD	yviE	1	
sigD	divIC	1	
sigD	yxkH	1	
sigD	swrAA.1	1	
sigD	amyX	1	
sigD	ytlR	1	
sigD	ylqH	1	
sigD	csrA	1	
sigD	rnhB	1	
sigD	S1350	1	
sigD	yvbI	1	
sigD	yjcM	1	
sigD	yabM	1	
sigD	yoyG	1	
sigD	yabN	1	
sigD	cgeE	1	
sigD	yabR	1	
sigD	yabQ	1	
sigD	cgeD	1	
sigD	ylqG	1	
sigD	xkdA	1	
sigD	ywzH	1	
sigD	cgeC	1	
sigD	ytlP	1	
sigD	fliW	1	
sigD	yqaS	1	
sigD	ytlQ	1	
sigD	yvaQ	1	
sigD	minJ	1	
sigD	yabO	1	
yvrHb	ywzH	1	
fnr	acoL	1	
fnr	acoA	1	
fnr	acoC	1	
fnr	acoB	1	
ascR	ytnM	1	
ascR	tcyM	1	
ascR	tcyL	1	
ascR	tcyN	1	
ascR	tcyJ	1	
ascR	tcyK	1	
comA	rapI	1	
comA	acpA	1	
comA	phrI	1	
walR	tagG	1	
walR	mreBH	1	
walR	ykzS	1	
walR	ydjN	1	
walR	wapA	-1	
walR	rsgI	1	
walR	tagH	1	
walR	ykpC	1	
walR	sigI	1	
tnrA	degS	-1	
tnrA	hom	-1	
tnrA	pycA	-1	
tnrA	yfiS	1	
tnrA	ftsW	-1	
tnrA	yfiR	1	
tnrA	thrC	-1	
tnrA	thrB	-1	
SR6	yonT	0	
nusA	ylxP	-1	
nusA	ylxR	-1	
nusA	infB	-1	
nusA	ylxS	-1	
nusA	rbfA	-1	
nusA	nusA	-1	
fadR	ykzU	-1	
codY	pksD	1	
codY	argF	-1	
codY	ytzK	-1	
codY	pksM	1	
codY	trmFO	-1	
codY	argB	-1	
codY	carB	-1	
codY	ybfJ	-1	
codY	tyrS	-1	
codY	nprE	-1	
codY	pksL	1	
codY	pksG	1	
codY	argJ	-1	
codY	pksR	1	
codY	pksH	1	
codY	vpr	-1	
codY	carA	-1	
codY	pksE	1	
codY	pksF	1	
codY	pksN	1	
codY	aprE	-1	
codY	yneN	-1	
codY	pksJ	1	
codY	pksC	1	
codY	argD	-1	
codY	argC	-1	
codY	acpK	1	
codY	pksI	1	
codY	mpr	-1	
spoIIID	yuzH	-1	
spoIIID	murD	-1	
spoIIID	mraY	-1	
spoIIID	murE	-1	
spoIIID	cotB	1	
spoIIID	cotH	1	
spoIIID	yugU	-1	
spoIIID	ywrJ	1	
opcR	opuBA	-1	
opcR	opuCB	-1	
opcR	opuCD	-1	
opcR	opuBB	-1	
opcR	opuBC	-1	
opcR	opuBD	-1	
opcR	opuCA	-1	
opcR	opuCC	-1	
thrR	hom	-1	
thrR	thrC	-1	
thrR	thrB	-1	
purR	ispE	-1	
rsoA	sigO	1	
rsoA	oxdC	1	
rsoA	yvrJ	1	
rsoA	rsoA	1	
hprT	tilS	1	
hprT	ftsH	1	
hprT	hprT	1	
pamR	ydcG	-1	
pamR	ydcF	-1	
hutP	hutP	0	
rocR	lexA	-1	
rhgR	yesY	1	
rhgR	yesZ	1	
rhgR	yesV	1	
rhgR	yesU	1	
rhgR	yesW	1	
rhgR	yesX	1	
chrS	ywrA	-1	
chrS	ywrB	-1	
fsrA	yneN	-1	
sigF	tuaE	1	
sigF	cydC	1	
sigF	cydB	1	
sigF	ypzI	1	
sigF	ytzL	1	
sigF	tuaA	1	
sigF	ywzB	1	
sigF	comGE	1	
sigF	spoIIE	1	
sigF	tuaD	1	
sigF	ctsR	1	
sigF	comGA	1	
sigF	lplD	1	
sigF	comGF	1	
sigF	ymfJ	1	
sigF	comGC	1	
sigF	cydA	1	
sigF	tilS	1	
sigF	comGD	1	
sigF	citH	1	
sigF	tuaA.1	1	
sigF	comGB	1	
sigF	cydD	1	
sigF	gmk	1	
sigF	yrzO	1	
sigF	comGG	1	
sigF	yrzQ	1	
sigF	murAA	1	
sigF	tuaB	1	
sigF	yloC	1	
sigF	ytzC	1	
sigF	yabS	1	
sigF	yrzR	1	
sigF	ftsH	1	
sigF	yrdR	1	
sigF	hprT	1	
sigF	tuaC	1	
sigV	minD	1	
sigV	ydgB	1	
sigV	ytvB	1	
sigV	ycgQ	1	
sigV	mmgA	1	
sigV	mreB	1	
sigV	spoIIB	1	
sigV	bcrC	1	
sigV	mreD	1	
sigV	yuzH	1	
sigV	radC	1	
sigV	yqjL	1	
sigV	pbpX	1	
sigV	ddl	1	
sigV	cotP	1	
sigV	ycgR	1	
sigV	yrhH	1	
sigV	dltB	1	
sigV	yvaF	1	
sigV	yocL	1	
sigV	dltC	1	
sigV	yvaD	1	
sigV	yxjF	1	
sigV	yebC	1	
sigV	dltA	1	
sigV	minC	1	
sigV	mreC	1	
sigV	yvaE	1	
sigV	maf	1	
sigV	dltE	1	
sigV	yugU	1	
sigV	dltD	1	
sigV	scoB	1	
sigV	murF	1	
sigV	mmgB	1	
sigV	ytwF	1	
sigV	scoA	1	
sigV	abh	1	
sigV	ydgA	1	
sigV	ywzH	1	
sigV	mmgC	1	
nhaX	nhaC	1	
aseR	ydzS.1	-1	
aseR	ydzS	-1	
lexA	yqjY	-1	
lexA	yqkA	-1	
lexA	yqkB	-1	
lexA	rocR	-1	
lexA	yqjZ	-1	
lexA	yqkC	-1	
degU	minJ	1	
degU	ptkA	1	
degU	swrAA.1	1	
degU	comFC	1	
degU	cheY	0	
degU	sigD	0	
degU	yukE	1	
degU	cheB	-1	
degU	yviE	1	
degU	yueD	1	
degU	fliY	0	
degU	fliI	-1	
degU	yukB	1	
degU	comFB	1	
degU	flhF	-1	
degU	cheA	-1	
degU	cheW	-1	
degU	fliK	-1	
degU	yukD	1	
degU	yueC	1	
degU	flhA	-1	
degU	fliR	-1	
degU	fliL	-1	
degU	fliP	-1	
degU	fliQ	-1	
degU	flgE	-1	
degU	cheD	-1	
degU	flhB	-1	
degU	csrA	1	
degU	ylxF	-1	
degU	comFA	1	
degU	cheC	-1	
degU	fliH	-1	
degU	fliF	-1	
degU	fliM	-1	
degU	flgD	-1	
degU	fliZ	-1	
degU	fliJ	-1	
degU	yvyF	1	
degU	flgC	-1	
degU	flgB	-1	
degU	fliG	-1	
degU	yueB	1	
degU	yloA	-1	
degU	yukC	1	
degU	fliW	1	
degU	fliE	-1	
degU	degS	1	
sigH	yisL	1	
immR	ydcS	-1	
immR	yddJ	-1	
immR	ydcP	-1	
immR	yddI	-1	
immR	ydzL	-1	
immR	yddA	-1	
immR	yddF	-1	
immR	S172	-1	
immR	ydcO	-1	
immR	ydcQ	-1	
immR	ydcT	-1	
mtrB	trpB	0	
mtrB	tyrA	0	
mtrB	pabA	-1	
mtrB	hisC	0	
mtrB	trpD	0	
mtrB	ycbK	-1	
mtrB	trpF	0	
mtrB	trpE	0	
mtrB	trpA	0	
mtrB	trpC	0	
mtrB	aroE	0	
mtrB	trpP	-1	
citB	qoxC	0	
citB	qoxB	0	
citB	qoxA	0	
citB	qoxD	0	
citB	gerE	0	
ccpA	ytzK	-1	
ccpA	yqxJ	-1	
ccpA	dprA	-1	
ccpA	rsbU	-1	
ccpA	yslB	0	
ccpA	yvmA	-1	
ccpA	topA	-1	
ccpA	tyrS	-1	
ccpA	degS	1	
ccpA	rapC	-1	
ccpA	phrF	-1	
ccpA	phrA	-1	
ccpA	rapA	-1	
ccpA	rsbT	-1	
ccpA	yesL	-1	
ccpA	whiA	-1	
ccpA	ctaB	-1	
ccpA	yvcN	-1	
ccpA	yesN	-1	
ccpA	rapG	-1	
ccpA	yvcJ	-1	
ccpA	ysfE	-1	
ccpA	rsbS	-1	
ccpA	crh	-1	
ccpA	yneN	-1	
abrB	ycnI	-1	
abrB	pksM	-1	
abrB	ycbC	-1	
abrB	spoIIGA	-1	
abrB	sigE	-1	
abrB	ycnJ	-1	
abrB	ybdZ	-1	
abrB	pksL	-1	
abrB	pksG	-1	
abrB	yfmJ	-1	
abrB	pksR	-1	
abrB	pksH	-1	
abrB	pksF	-1	
abrB	pksN	-1	
abrB	pksE	-1	
abrB	ctaB	-1	
abrB	secE	-1	
abrB	pksJ	-1	
abrB	pksC	-1	
abrB	rpmGB	-1	
abrB	ywbE	-1	
abrB	yloA	-1	
abrB	acpK	-1	
abrB	pksI	-1	
abrB	ycbG	-1	
abrB	ycbD	-1	
abrB	yflD	-1	
abrB	yqcF	-1	
abrB	ybfQ	-1	
abrB	phrH	-1	
abrB	pksD	-1	
lutR	sipW	1	
lutR	tasA	1	
rplL	rplL	0	
rplL	rplJ	0	
sigX	yfhO	1	
sigX	ybfK	1	
sigX	ywzH	1	
citR	yhdF	-1	
YkkC riboswitch	ykkD	0	
YkkC riboswitch	ykkC	0	
nsrR	S477	-1	
nsrR	ykuN	-1	
nsrR	nasC	-1	
nsrR	ykuP	-1	
nsrR	nasB	-1	
nsrR	ykuO	-1	
nsrR	ykoP	-1	
ylxR	hisA	0	
ylxR	frlO	0	
ylxR	hisF	0	
ylxR	hisZ	0	
ylxR	hisI	0	
ylxR	argF	0	
ylxR	proB	0	
ylxR	opuCB	0	
ylxR	opuCD	0	
ylxR	argB	0	
ylxR	carB	0	
ylxR	hisD	0	
ylxR	rpsNB	0	
ylxR	yhfH	0	
ylxR	proA	0	
ylxR	frlM	0	
ylxR	artQ	0	
ylxR	argG	0	
ylxR	argJ	0	
ylxR	hisB	0	
ylxR	frlD	0	
ylxR	carA	0	
ylxR	frlB	0	
ylxR	yurJ	0	
ylxR	opuCA	0	
ylxR	yoyE	0	
ylxR	opuCC	0	
ylxR	argH	0	
ylxR	yufS	0	
ylxR	frlN	0	
ylxR	hisG	0	
ylxR	artP	0	
ylxR	artR	0	
ylxR	argD	0	
ylxR	hisH	0	
ylxR	argC	0	
scoC	comFC	-1	
scoC	yviE	-1	
scoC	comFB	-1	
scoC	csrA	-1	
scoC	comFA	-1	
scoC	braB	-1	
scoC	yvyF	-1	
scoC	fliW	-1	
fur	catE	-1	
fur	ybdZ	-1	
fur	dctP	0	
fur	catD	-1	
fur	gltB	0	
fur	nasC	-1	
fur	nasB	-1	
fur	ywiE	-1	
fur	gltA	0	
fur	ykoP	-1	
fur	S477	-1	
fur	yfmB	-1	
gamR	ybgB	-1	
fapR	yhdN	-1	
ccpC	yneN	-1	
mntR	ydfM	0	
mntR	yeaB	0	
B12 riboswitch	yvrB	0	
B12 riboswitch	yvrC	0	
B12 riboswitch	yvqK	0	
B12 riboswitch	yvrA	0	
EAR riboswitch	epsO	0	
EAR riboswitch	epsH	0	
EAR riboswitch	epsM	0	
EAR riboswitch	epsA	0	
EAR riboswitch	epsJ	0	
EAR riboswitch	epsG	0	
EAR riboswitch	epsE	0	
EAR riboswitch	epsL	0	
EAR riboswitch	epsK	0	
EAR riboswitch	epsF	0	
EAR riboswitch	epsN	0	
EAR riboswitch	epsC	0	
EAR riboswitch	epsD	0	
EAR riboswitch	epsI	0	
EAR riboswitch	epsB	0	
RNA switch	pyrG	0	
RNA switch	manP	0	
RNA switch	manA	0	
RNA switch	vmlR	0	
RNA switch	yjdF	0	
stringent response	mraY	-1	
stringent response	ylaH	-1	
stringent response	divIB	-1	
stringent response	murD	-1	
stringent response	apt	-1	
stringent response	sbp	-1	
stringent response	murB	-1	
stringent response	ftsW	1	
stringent response	ylqC	-1	
stringent response	ypuI	-1	
stringent response	recN	-1	
stringent response	ctc	-1	
stringent response	yqxC	-1	
stringent response	rpmA	-1	
stringent response	ylxX	-1	
stringent response	ahrC	-1	
stringent response	S56	-1	
stringent response	spoVE	-1	
stringent response	murG	-1	
stringent response	ylxW	-1	
stringent response	ybzG	-1	
stringent response	ywzH	-1	
T-box	proB	0	
T-box	serS	0	
T-box	pheT	0	
T-box	tyrS	0	
T-box	valS	0	
T-box	mrnC	0	
T-box	rtpA	0	
T-box	yrzB	0	
T-box	ilvC	0	
T-box	proI	0	
T-box	folC	0	
T-box	leuC	0	
T-box	ycbK	0	
T-box	pheS	0	
T-box	proA	0	
T-box	leuA	0	
T-box	thrS	0	
T-box	tyrZ	0	
T-box	cysE	0	
T-box	yrrK	0	
T-box	glyA	0	
T-box	yacP	0	
T-box	glyQ	0	
T-box	gltX	0	
T-box	ilvB	0	
T-box	yvbW	0	
T-box	cysS	0	
T-box	leuB	0	
T-box	aspS	0	
T-box	leuS	0	
T-box	hisS	0	
T-box	glyS	0	
T-box	ywhA	0	
T-box	yrzL	0	
T-box	thrZ	0	
T-box	ilvH	0	
T-box	leuD	0	
T-box	ileS	0	
T-box	alaS	0	
yybP-ykoY motif	yybP	0	
yybP-ykoY motif	ykoY	0	
tkt	DNA_Damage	1	
yceI	Niacin	1	
ybbC	GTP	1	
ybbC	isoleucine	1	
ybbC	valine	1	
ybbC	N-acetylmuramate-6-phosphate	-1	
gmuB	Glucomannan	-1	
gmuB	"D-fructose-1,6-bisphosphate"	1	
gmuB	Glucose-6-Phosphate	1	
dapA	Lysine	1	
perR	Hydrogen_peroxide::stress	-1	
yycB	Glutamine	-1	
zosA	Hydrogen_peroxide::stress	-1	
pyrE	UTP	1	
pyrE	PRPP	-1	
pyrE	UMP	1	
yhjE	DNA_Damage	1	
fadG	Palmitoyl-CoA	1	
fadG	Oleoyl-CoA	0	
araA	"D-fructose-1,6-bisphosphate"	1	
araA	Glucose-6-Phosphate	1	
araA	Arabinose	-1	
odhB	"D-fructose-1,6-bisphosphate"	1	
odhB	Glucose-6-Phosphate	1	
xpt	PRPP	-1	
xpt	Hypoxanthine	-1	
xpt	Guanine	-1	
lysA	Lysine	1	
mrnC	tRNAcys	-1	
yobO	"D-fructose-1,6-bisphosphate"	1	
yobO	Glucose-6-Phosphate	1	
hisD	Histidine	1	
yneE	DNA_Damage	1	
ligA	DNA_Damage	1	
ydfF	unk	0	
bglS	Salicin	1	
bglS	Arbutin	1	
